# Gene Family	dlab_reads_ALL_Abundance-CPM	mcav_reads_ALL_Abundance-CPM	ofav_reads_ALL_Abundance-CPM	pstr_reads_ALL_Abundance-CPM
ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN: (expasy) Alkylglycerone-phosphate synthase [2.5.1.26]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.116714	0.0	0.0	0.0
ALLANTOINASE-RXN: (expasy) Allantoinase [3.5.2.5]	0.06752179999999999	0.11051440000000001	0.0	0.0
ALLANTOINASE-RXN: (expasy) Allantoinase [3.5.2.5]|unclassified	0.06752179999999999	0.11051440000000001	0.0	0.0
ALPHA-AMYL-RXN: (expasy) Alpha-amylase [3.2.1.1]	0.0298719	0.0	0.0	0.0
ALPHA-AMYL-RXN: (expasy) Alpha-amylase [3.2.1.1]|g__Fermentimonas.s__Fermentimonas_caenicola	0.0298719	0.0	0.0	0.0
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN: (expasy) Alpha,alpha-trehalose phosphorylase [2.4.1.64]	0.0	0.226098	0.0	0.0
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN: (expasy) Alpha,alpha-trehalose phosphorylase [2.4.1.64]|unclassified	0.0	0.226098	0.0	0.0
ALPHAGALACTOSID-RXN: (expasy) Alpha-galactosidase [3.2.1.22]	0.8722739	0.0	0.0	0.0253572
ALPHAGALACTOSID-RXN: (expasy) Alpha-galactosidase [3.2.1.22]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0441509	0.0	0.0	0.0
ALPHAGALACTOSID-RXN: (expasy) Alpha-galactosidase [3.2.1.22]|unclassified	0.828123	0.0	0.0	0.0253572
ALTRO-OXIDOREDUCT-RXN: (expasy) Tagaturonate reductase [1.1.1.58]	0.0266069	0.0	0.0	0.0
ALTRO-OXIDOREDUCT-RXN: (expasy) Tagaturonate reductase [1.1.1.58]|unclassified	0.0266069	0.0	0.0	0.0
ALTRODEHYDRAT-RXN: (expasy) Altronate dehydratase [4.2.1.7]	0.2611661	0.0	0.0	0.0
ALTRODEHYDRAT-RXN: (expasy) Altronate dehydratase [4.2.1.7]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0968929	0.0	0.0	0.0
ALTRODEHYDRAT-RXN: (expasy) Altronate dehydratase [4.2.1.7]|unclassified	0.1642732	0.0	0.0	0.0
AMIDASE-RXN: (expasy) Amidase [3.5.1.4]	0.43847780000000003	0.06318	0.101285	0.8585689000000001
AMIDASE-RXN: (expasy) Amidase [3.5.1.4]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.01723744	0.0237706	0.0	0.029415200000000002
AMIDASE-RXN: (expasy) Amidase [3.5.1.4]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.31899120000000003	0.0394094	0.0	0.6782980000000001
AMIDASE-RXN: (expasy) Amidase [3.5.1.4]|unclassified	0.1022491	0.0	0.101285	0.1508559
AMINOCYL-TRNA-HYDROLASE-RXN: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]	0.45759589999999994	0.3152425	0.0	0.382943
AMINOCYL-TRNA-HYDROLASE-RXN: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]|g__Alteromonas.s__Alteromonas_macleodii	0.0868147	0.0	0.0	0.0
AMINOCYL-TRNA-HYDROLASE-RXN: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0694846	0.0603115	0.0	0.0514393
AMINOCYL-TRNA-HYDROLASE-RXN: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0521654	0.0298036	0.0	0.174598
AMINOCYL-TRNA-HYDROLASE-RXN: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]|g__Paracoccus.s__Paracoccus_sp	0.0	0.0966935	0.0	0.0
AMINOCYL-TRNA-HYDROLASE-RXN: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0858414	0.0	0.0	0.0
AMINOCYL-TRNA-HYDROLASE-RXN: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]|g__Psychrobacter.s__Psychrobacter_pacificensis	0.0	0.128434	0.0	0.0
AMINOCYL-TRNA-HYDROLASE-RXN: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]|unclassified	0.16328979999999998	0.0	0.0	0.156905
AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN: (expasy) Aminoglycoside N(3)-acetyltransferase [2.3.1.81]	0.120492	0.0	0.0	0.298674
AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN: (expasy) Aminoglycoside N(3)-acetyltransferase [2.3.1.81]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.120492	0.0	0.0	0.298674
AMP-DEPHOSPHORYLATION-RXN: (expasy) 5'-nucleotidase [3.1.3.5]	0.5474498999999999	0.9166694	0.0	0.284827
AMP-DEPHOSPHORYLATION-RXN: (expasy) 5'-nucleotidase [3.1.3.5]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0782067	0.0	0.0	0.0992704
AMP-DEPHOSPHORYLATION-RXN: (expasy) 5'-nucleotidase [3.1.3.5]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0784078	0.0	0.0	0.185557
AMP-DEPHOSPHORYLATION-RXN: (expasy) 5'-nucleotidase [3.1.3.5]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2738143	0.0	0.0	0.0
AMP-DEPHOSPHORYLATION-RXN: (expasy) 5'-nucleotidase [3.1.3.5]|unclassified	0.1170206	0.9166694	0.0	0.0
AMP-NUCLEOSID-RXN: (expasy) AMP nucleosidase [3.2.2.4]	0.2692434	0.10732549999999999	0.0	0.3671709
AMP-NUCLEOSID-RXN: (expasy) AMP nucleosidase [3.2.2.4]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0238123	0.0	0.0	0.0912348
AMP-NUCLEOSID-RXN: (expasy) AMP nucleosidase [3.2.2.4]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.127277	0.0	0.0	0.170487
AMP-NUCLEOSID-RXN: (expasy) AMP nucleosidase [3.2.2.4]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0592123	0.0	0.0	0.0
AMP-NUCLEOSID-RXN: (expasy) AMP nucleosidase [3.2.2.4]|unclassified	0.0589411	0.10732549999999999	0.0	0.10544890000000001
AMPSYN-RXN: (expasy) Adenylosuccinate lyase [4.3.2.2]	1.6990128500000004	3.5100841999999997	0.0	0.3966249
AMPSYN-RXN: (expasy) Adenylosuccinate lyase [4.3.2.2]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0362992	0.0	0.0	0.186891
AMPSYN-RXN: (expasy) Adenylosuccinate lyase [4.3.2.2]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.1833628	0.0	0.0	0.126658
AMPSYN-RXN: (expasy) Adenylosuccinate lyase [4.3.2.2]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0500896	0.0	0.0	0.0
AMPSYN-RXN: (expasy) Adenylosuccinate lyase [4.3.2.2]|unclassified	1.4292604500000003	3.5100841999999997	0.0	0.08307690000000001
AMYLOMALT-RXN: (expasy) 4-alpha-glucanotransferase [2.4.1.25]	0.1093702	0.0	0.0	0.330484
AMYLOMALT-RXN: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0209964	0.0	0.0	0.0293483
AMYLOMALT-RXN: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0598462	0.0	0.0	0.223565
AMYLOMALT-RXN: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|unclassified	0.0285276	0.0	0.0	0.0775707
ANTHRANILOYL-COA-MONOOXYGENASE-RXN: (expasy) Anthraniloyl-CoA monooxygenase [1.14.13.40]	0.0449406	0.0	0.0	0.0
ANTHRANILOYL-COA-MONOOXYGENASE-RXN: (expasy) Anthraniloyl-CoA monooxygenase [1.14.13.40]|unclassified	0.0449406	0.0	0.0	0.0
ANTHRANSYN-RXN: (expasy) Anthranilate synthase [4.1.3.27]	0.7819750000000001	1.2408436999999999	0.279472	0.3861152
ANTHRANSYN-RXN: (expasy) Anthranilate synthase [4.1.3.27]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.011889	0.0	0.0	0.0778771
ANTHRANSYN-RXN: (expasy) Anthranilate synthase [4.1.3.27]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0681647	0.0	0.0	0.211056
ANTHRANSYN-RXN: (expasy) Anthranilate synthase [4.1.3.27]|g__Prochlorococcus.s__Prochlorococcus_marinus	0.0587063	0.0	0.0	0.0
ANTHRANSYN-RXN: (expasy) Anthranilate synthase [4.1.3.27]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0374699	0.0	0.0	0.0
ANTHRANSYN-RXN: (expasy) Anthranilate synthase [4.1.3.27]|unclassified	0.6057451	1.2408436999999999	0.279472	0.0971822
APYRASE-RXN: (expasy) Apyrase [3.6.1.5]	0.0403721	0.0	0.0	0.0
APYRASE-RXN: (expasy) Apyrase [3.6.1.5]|unclassified	0.0403721	0.0	0.0	0.0
ARABISOM-RXN: (expasy) L-arabinose isomerase [5.3.1.4]	0.0180137	0.0	0.0	0.0
ARABISOM-RXN: (expasy) L-arabinose isomerase [5.3.1.4]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0180137	0.0	0.0	0.0
ARGDECARBOX-RXN: (expasy) Arginine decarboxylase [4.1.1.19]	0.0587095	0.0	0.0	0.12265409999999999
ARGDECARBOX-RXN: (expasy) Arginine decarboxylase [4.1.1.19]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0587095	0.0	0.0	0.0
ARGDECARBOX-RXN: (expasy) Arginine decarboxylase [4.1.1.19]|unclassified	0.0	0.0	0.0	0.12265409999999999
ARGINASE-RXN: (expasy) Arginase [3.5.3.1]	0.1388058	0.072303	0.0	0.276194
ARGINASE-RXN: (expasy) Arginase [3.5.3.1]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0223233	0.0	0.0	0.080227
ARGINASE-RXN: (expasy) Arginase [3.5.3.1]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0679486	0.0	0.0	0.195967
ARGINASE-RXN: (expasy) Arginase [3.5.3.1]|g__Paracoccus.s__Paracoccus_sp	0.0	0.072303	0.0	0.0
ARGINASE-RXN: (expasy) Arginase [3.5.3.1]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.048534	0.0	0.0	0.0
ARGININE--TRNA-LIGASE-RXN: (expasy) Arginine--tRNA ligase [6.1.1.19]	0.2951654	0.24365710000000002	0.0	0.156228
ARGININE--TRNA-LIGASE-RXN: (expasy) Arginine--tRNA ligase [6.1.1.19]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0128969	0.0	0.0	0.0666708
ARGININE--TRNA-LIGASE-RXN: (expasy) Arginine--tRNA ligase [6.1.1.19]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0752956	0.0	0.0	0.0895575
ARGININE--TRNA-LIGASE-RXN: (expasy) Arginine--tRNA ligase [6.1.1.19]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0441321	0.0	0.0
ARGININE--TRNA-LIGASE-RXN: (expasy) Arginine--tRNA ligase [6.1.1.19]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0435666	0.0	0.0	0.0
ARGININE--TRNA-LIGASE-RXN: (expasy) Arginine--tRNA ligase [6.1.1.19]|unclassified	0.1634063	0.199525	0.0	0.0
ARGININE-DEIMINASE-RXN: (expasy) Arginine deiminase [3.5.3.6]	0.16210163	0.172292	0.0	0.0
ARGININE-DEIMINASE-RXN: (expasy) Arginine deiminase [3.5.3.6]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0999933	0.0	0.0	0.0
ARGININE-DEIMINASE-RXN: (expasy) Arginine deiminase [3.5.3.6]|unclassified	0.06210832999999999	0.172292	0.0	0.0
ARGININE-N-SUCCINYLTRANSFERASE-RXN: (expasy) Arginine N-succinyltransferase [2.3.1.109]	0.0476956	0.101926	0.0	0.0
ARGININE-N-SUCCINYLTRANSFERASE-RXN: (expasy) Arginine N-succinyltransferase [2.3.1.109]|g__Alteromonas.s__Alteromonas_macleodii	0.0476956	0.0	0.0	0.0
ARGININE-N-SUCCINYLTRANSFERASE-RXN: (expasy) Arginine N-succinyltransferase [2.3.1.109]|unclassified	0.0	0.101926	0.0	0.0
ARGINYLTRANSFERASE-RXN: (expasy) Arginyltransferase [2.3.2.8]	0.0220643	0.0	0.0	0.0
ARGINYLTRANSFERASE-RXN: (expasy) Arginyltransferase [2.3.2.8]|unclassified	0.0220643	0.0	0.0	0.0
ARGSUCCINLYA-RXN: (expasy) Argininosuccinate lyase [4.3.2.1]	0.6023339999999999	6.3237044000000004	0.0	0.2825984
ARGSUCCINLYA-RXN: (expasy) Argininosuccinate lyase [4.3.2.1]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0151853	0.0	0.0	0.0343162
ARGSUCCINLYA-RXN: (expasy) Argininosuccinate lyase [4.3.2.1]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.114194	0.0	0.0	0.194478
ARGSUCCINLYA-RXN: (expasy) Argininosuccinate lyase [4.3.2.1]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0568806	0.0	0.0
ARGSUCCINLYA-RXN: (expasy) Argininosuccinate lyase [4.3.2.1]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.1167411	0.0	0.0	0.0
ARGSUCCINLYA-RXN: (expasy) Argininosuccinate lyase [4.3.2.1]|unclassified	0.35621389999999997	6.2668238	0.0	0.0538044
ARGSUCCINSYN-RXN: (expasy) Argininosuccinate synthase [6.3.4.5]	2.998162	0.8172669	0.0862202	0.782717
ARGSUCCINSYN-RXN: (expasy) Argininosuccinate synthase [6.3.4.5]|g__Alteromonas.s__Alteromonas_macleodii	0.0250408	0.0	0.0	0.0
ARGSUCCINSYN-RXN: (expasy) Argininosuccinate synthase [6.3.4.5]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0606491	0.0	0.0	0.0556158
ARGSUCCINSYN-RXN: (expasy) Argininosuccinate synthase [6.3.4.5]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.101972	0.0	0.0	0.176571
ARGSUCCINSYN-RXN: (expasy) Argininosuccinate synthase [6.3.4.5]|g__Erythrobacter.s__Erythrobacter_flavus	0.0	0.0131807	0.0	0.0
ARGSUCCINSYN-RXN: (expasy) Argininosuccinate synthase [6.3.4.5]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0395236	0.0	0.0
ARGSUCCINSYN-RXN: (expasy) Argininosuccinate synthase [6.3.4.5]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0885393	0.0	0.0	0.0
ARGSUCCINSYN-RXN: (expasy) Argininosuccinate synthase [6.3.4.5]|unclassified	2.7219608000000006	0.7645626	0.0862202	0.5505302
ARYLESTERASE-RXN: (expasy) Arylesterase [3.1.1.2]	0.037939	0.0	0.0	0.0
ARYLESTERASE-RXN: (expasy) Arylesterase [3.1.1.2]|unclassified	0.037939	0.0	0.0	0.0
ARYLFORMAMIDASE-RXN: (expasy) Arylformamidase [3.5.1.9]	0.0211624	0.0	0.0	0.0
ARYLFORMAMIDASE-RXN: (expasy) Arylformamidase [3.5.1.9]|unclassified	0.0211624	0.0	0.0	0.0
ARYLSULFAT-RXN: (expasy) Arylsulfatase (type I) [3.1.6.1]	0.6802389	0.0834324	0.121204	0.4311449
ARYLSULFAT-RXN: (expasy) Arylsulfatase (type I) [3.1.6.1]|unclassified	0.6802389	0.0834324	0.121204	0.4311449
ASNSYNB-RXN: (expasy) Asparagine synthase (glutamine-hydrolyzing) [6.3.5.4]	0.08432110000000001	0.0	0.0937147	0.0127298
ASNSYNB-RXN: (expasy) Asparagine synthase (glutamine-hydrolyzing) [6.3.5.4]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0413388	0.0	0.0	0.0
ASNSYNB-RXN: (expasy) Asparagine synthase (glutamine-hydrolyzing) [6.3.5.4]|unclassified	0.0429823	0.0	0.0937147	0.0127298
ASPAMINOTRANS-RXN: (expasy) Aspartate transaminase [2.6.1.1]	0.2973692	0.57621	0.0	0.225792
ASPAMINOTRANS-RXN: (expasy) Aspartate transaminase [2.6.1.1]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0663584	0.0	0.0	0.225792
ASPAMINOTRANS-RXN: (expasy) Aspartate transaminase [2.6.1.1]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0626237	0.0	0.0	0.0
ASPAMINOTRANS-RXN: (expasy) Aspartate transaminase [2.6.1.1]|unclassified	0.16838709999999998	0.57621	0.0	0.0
ASPARAGHYD-RXN: (expasy) AMBIGUOUS [3.5.1.1; 3.5.1.38]	0.184433	0.0	0.0	0.211123
ASPARAGHYD-RXN: (expasy) AMBIGUOUS [3.5.1.1; 3.5.1.38]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.07367	0.0	0.0	0.211123
ASPARAGHYD-RXN: (expasy) AMBIGUOUS [3.5.1.1; 3.5.1.38]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.110763	0.0	0.0	0.0
ASPARAGINE--TRNA-LIGASE-RXN: (expasy) Asparagine--tRNA ligase [6.1.1.22]	0.61496214	1.4046854000000002	0.0	0.090728
ASPARAGINE--TRNA-LIGASE-RXN: (expasy) Asparagine--tRNA ligase [6.1.1.22]|unclassified	0.61496214	1.4046854000000002	0.0	0.090728
ASPARTASE-RXN: (expasy) Aspartate ammonia-lyase [4.3.1.1]	0.170404	0.811082	0.182109	0.16013739999999999
ASPARTASE-RXN: (expasy) Aspartate ammonia-lyase [4.3.1.1]|unclassified	0.170404	0.811082	0.182109	0.16013739999999999
ASPARTATE--TRNA-LIGASE-RXN: (expasy) Aspartate--tRNA ligase [6.1.1.12]	0.2634346	1.3243914	0.0	0.0
ASPARTATE--TRNA-LIGASE-RXN: (expasy) Aspartate--tRNA ligase [6.1.1.12]|unclassified	0.2634346	1.3243914	0.0	0.0
ASPARTATE-RACEMASE-RXN: (expasy) Aspartate racemase [5.1.1.13]	0.0207284	0.0	0.0	0.0
ASPARTATE-RACEMASE-RXN: (expasy) Aspartate racemase [5.1.1.13]|g__Defluviitoga.s__Defluviitoga_tunisiensis	0.0207284	0.0	0.0	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN: (expasy) Aspartate-semialdehyde dehydrogenase [1.2.1.11]	0.9881331	1.2279942	0.0	0.9128909999999999
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN: (expasy) Aspartate-semialdehyde dehydrogenase [1.2.1.11]|g__Alteromonas.s__Alteromonas_macleodii	0.0275056	0.0	0.0	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN: (expasy) Aspartate-semialdehyde dehydrogenase [1.2.1.11]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.045180399999999996	0.0471267	0.0	0.2090306
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN: (expasy) Aspartate-semialdehyde dehydrogenase [1.2.1.11]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.303267	0.0471872	0.0	0.33821999999999997
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN: (expasy) Aspartate-semialdehyde dehydrogenase [1.2.1.11]|g__Erythrobacter.s__Erythrobacter_flavus	0.0	0.032049	0.0	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN: (expasy) Aspartate-semialdehyde dehydrogenase [1.2.1.11]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0637281	0.0	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN: (expasy) Aspartate-semialdehyde dehydrogenase [1.2.1.11]|g__Prochlorococcus.s__Prochlorococcus_marinus	0.0364292	0.0	0.0	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN: (expasy) Aspartate-semialdehyde dehydrogenase [1.2.1.11]|unclassified	0.5757502999999999	1.0379031	0.0	0.36563999999999997
ASPARTATEKIN-RXN: (expasy) Aspartate kinase [2.7.2.4]	0.8662261	2.2540465	0.0942002	0.4406426
ASPARTATEKIN-RXN: (expasy) Aspartate kinase [2.7.2.4]|g__Alteromonas.s__Alteromonas_macleodii	0.0311421	0.105066	0.0	0.0
ASPARTATEKIN-RXN: (expasy) Aspartate kinase [2.7.2.4]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.1043671	0.0	0.0	0.15983
ASPARTATEKIN-RXN: (expasy) Aspartate kinase [2.7.2.4]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0656023	0.0	0.0	0.115235
ASPARTATEKIN-RXN: (expasy) Aspartate kinase [2.7.2.4]|g__Erythrobacter.s__Erythrobacter_flavus	0.0	0.0868483	0.0	0.0
ASPARTATEKIN-RXN: (expasy) Aspartate kinase [2.7.2.4]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0488963	0.0	0.0
ASPARTATEKIN-RXN: (expasy) Aspartate kinase [2.7.2.4]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0681552	0.0	0.0	0.0
ASPARTATEKIN-RXN: (expasy) Aspartate kinase [2.7.2.4]|unclassified	0.5969592	2.0132355	0.0942002	0.1655776
ASPARTOACYLASE-RXN: (expasy) Aspartoacylase [3.5.1.15]	0.0784543	0.0	0.0	0.0
ASPARTOACYLASE-RXN: (expasy) Aspartoacylase [3.5.1.15]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0407255	0.0	0.0	0.0
ASPARTOACYLASE-RXN: (expasy) Aspartoacylase [3.5.1.15]|unclassified	0.0377288	0.0	0.0	0.0
ASPCARBTRANS-RXN: (expasy) Aspartate carbamoyltransferase [2.1.3.2]	2.3115395399999996	4.061941099999999	0.571179	0.5850751
ASPCARBTRANS-RXN: (expasy) Aspartate carbamoyltransferase [2.1.3.2]|g__Alteromonas.s__Alteromonas_macleodii	0.0370426	0.0487037	0.0	0.0
ASPCARBTRANS-RXN: (expasy) Aspartate carbamoyltransferase [2.1.3.2]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0100198	0.0	0.0	0.0410847
ASPCARBTRANS-RXN: (expasy) Aspartate carbamoyltransferase [2.1.3.2]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0862996	0.0	0.0	0.207102
ASPCARBTRANS-RXN: (expasy) Aspartate carbamoyltransferase [2.1.3.2]|g__Paracoccus.s__Paracoccus_sp	0.0	0.0690021	0.0	0.0
ASPCARBTRANS-RXN: (expasy) Aspartate carbamoyltransferase [2.1.3.2]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0398731	0.0	0.0	0.0
ASPCARBTRANS-RXN: (expasy) Aspartate carbamoyltransferase [2.1.3.2]|unclassified	2.1383044399999998	3.9442352999999994	0.571179	0.33688909999999994
ASPDECARBOX-RXN: (expasy) Aspartate 1-decarboxylase [4.1.1.11]	0.19675431999999998	1.8040402000000004	0.0	0.0290485
ASPDECARBOX-RXN: (expasy) Aspartate 1-decarboxylase [4.1.1.11]|unclassified	0.19675431999999998	1.8040402000000004	0.0	0.0290485
ATP-PYROPHOSPHATASE-RXN: (expasy) ATP diphosphatase [3.6.1.8]	0.1344389	0.0426039	0.0	0.0
ATP-PYROPHOSPHATASE-RXN: (expasy) ATP diphosphatase [3.6.1.8]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0311144	0.0	0.0	0.0
ATP-PYROPHOSPHATASE-RXN: (expasy) ATP diphosphatase [3.6.1.8]|unclassified	0.1033245	0.0426039	0.0	0.0
ATPASE-RXN: (expasy) Nucleoside-triphosphate phosphatase [3.6.1.15]	0.0870535	0.0	0.0	0.0
ATPASE-RXN: (expasy) Nucleoside-triphosphate phosphatase [3.6.1.15]|unclassified	0.0870535	0.0	0.0	0.0
ATPPHOSPHORIBOSYLTRANS-RXN: (expasy) ATP phosphoribosyltransferase [2.4.2.17]	0.5203333	0.7957446	0.0	0.40546669999999996
ATPPHOSPHORIBOSYLTRANS-RXN: (expasy) ATP phosphoribosyltransferase [2.4.2.17]|g__Alteromonas.s__Alteromonas_macleodii	0.0638915	0.0	0.0	0.0
ATPPHOSPHORIBOSYLTRANS-RXN: (expasy) ATP phosphoribosyltransferase [2.4.2.17]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0259091	0.0	0.0	0.13716
ATPPHOSPHORIBOSYLTRANS-RXN: (expasy) ATP phosphoribosyltransferase [2.4.2.17]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.119671	0.0	0.0	0.195727
ATPPHOSPHORIBOSYLTRANS-RXN: (expasy) ATP phosphoribosyltransferase [2.4.2.17]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.039637	0.0	0.0	0.0
ATPPHOSPHORIBOSYLTRANS-RXN: (expasy) ATP phosphoribosyltransferase [2.4.2.17]|unclassified	0.27122480000000004	0.7957446	0.0	0.0725797
ATPSYN-RXN: (expasy) H(+)-transporting two-sector ATPase [7.1.2.2]	25.38195294000001	6.676804529999999	3.0697239	5.5381779
ATPSYN-RXN: (expasy) H(+)-transporting two-sector ATPase [7.1.2.2]|g__Alteromonas.s__Alteromonas_macleodii	0.0529886	0.11700050000000001	0.0	0.0
ATPSYN-RXN: (expasy) H(+)-transporting two-sector ATPase [7.1.2.2]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.053245980000000005	0.0	0.0	0.0556831
ATPSYN-RXN: (expasy) H(+)-transporting two-sector ATPase [7.1.2.2]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.1170997	0.0	0.0	0.2030343
ATPSYN-RXN: (expasy) H(+)-transporting two-sector ATPase [7.1.2.2]|g__Cutibacterium.s__Cutibacterium_acnes	0.0181125	0.0	0.0	0.0
ATPSYN-RXN: (expasy) H(+)-transporting two-sector ATPase [7.1.2.2]|g__Erythrobacter.s__Erythrobacter_flavus	0.0	0.0532836	0.0	0.0
ATPSYN-RXN: (expasy) H(+)-transporting two-sector ATPase [7.1.2.2]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0310178	0.0	0.0
ATPSYN-RXN: (expasy) H(+)-transporting two-sector ATPase [7.1.2.2]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.16957499999999998	0.0	0.0	0.0
ATPSYN-RXN: (expasy) H(+)-transporting two-sector ATPase [7.1.2.2]|unclassified	24.970930740000007	6.47550263	3.0697239	5.279460899999999
BADH-RXN: (expasy) Betaine-aldehyde dehydrogenase [1.2.1.8]	0.80351808	0.1130654	0.110186	0.1149182
BADH-RXN: (expasy) Betaine-aldehyde dehydrogenase [1.2.1.8]|g__Alteromonas.s__Alteromonas_macleodii	0.0	0.0559299	0.0	0.0
BADH-RXN: (expasy) Betaine-aldehyde dehydrogenase [1.2.1.8]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.1453627	0.0	0.0	0.0
BADH-RXN: (expasy) Betaine-aldehyde dehydrogenase [1.2.1.8]|unclassified	0.6581553800000001	0.0571355	0.110186	0.1149182
